,0,1,2,3,4
301,"[200, 10, 100]",0,1,10,0.46499282381293916
302,"[50, 10, 100]",0,1,10,0.6891800868833229
303,"[10, 200, 100]",0,1,10,0.5744729220168373
304,"[100, 10, 200]",0,1,10,0.5715392134276802
305,"[100, 200, 50]",0,1,10,0.7387420531985958
306,"[100, 50, 10]",0,1,10,0.5582728268261201
307,"[200, 50, 10]",0,1,10,0.39952119665270786
308,"[50, 10, 200]",0,1,10,0.5701620876984437
309,"[50, 200, 10]",0,1,10,0.5437572268067737
310,"[100, 200, 10]",0,1,10,0.6070854831967163
311,"[10, 50, 100]",0,1,10,0.7721339404001414
312,"[100, 10, 50]",0,1,10,0.6125233754090696
313,"[200, 10, 50]",0,1,10,0.6055361750719817
314,"[200, 100, 50]",0,1,10,0.7013041568971577
315,"[50, 100, 200]",0,1,10,0.47013751303301277
316,"[10, 200, 50]",0,1,10,0.5044035567352012
317,"[200, 100, 10]",0,1,10,0.5871441550575409
318,"[10, 50, 200]",0,1,10,0.6333134458566441
319,"[50, 100, 10]",0,1,10,0.47105724978519675
320,"[200, 50, 100]",0,1,10,0.8235656765089698
321,"[50, 200, 100]",0,1,10,0.7199185545108729
322,"[10, 100, 200]",0,1,10,0.4028875800934624
323,"[100, 50, 200]",0,1,10,0.6486697681353989
324,"[50, 10, 100, 200]",0,1,10,0.4070221066319896
325,"[200, 50, 10, 100]",0,1,10,0.4070221066319896
326,"[10, 200, 100, 50]",0,1,10,0.4070221066319896
327,"[10, 50, 100, 200]",0,1,10,0.4070221066319896
328,"[50, 100, 200, 10]",0,1,10,0.4070221066319896
329,"[100, 10, 50, 200]",0,1,10,0.4070221066319896
330,"[50, 10, 200, 100]",0,1,10,0.4070221066319896
331,"[50, 100, 10, 200]",0,1,10,0.4070221066319896
332,"[200, 100, 50, 10]",0,1,10,0.6516294358000699
333,"[100, 200, 10, 50]",0,1,10,0.5843455163141225
334,"[100, 200, 50, 10]",0,1,10,0.5494969740251653
335,"[200, 100, 10, 50]",0,1,10,0.6519028057840086
336,"[10, 50, 200, 100]",0,1,10,0.4070221066319896
337,"[100, 10, 200, 50]",0,1,10,0.4070221066319896
338,"[200, 10, 100, 50]",0,1,10,0.4070221066319896
339,"[10, 200, 50, 100]",0,1,10,0.4070221066319896
340,"[50, 200, 100, 10]",0,1,10,0.4070221066319896
341,"[100, 50, 200, 10]",0,1,10,0.4070221066319896
342,"[100, 50, 10, 200]",0,1,10,0.4070221066319896
343,"[200, 50, 100, 10]",0,1,10,0.4070221066319896
344,"[50, 200, 10, 100]",0,1,10,0.4070221066319896
345,"[10, 100, 200, 50]",0,1,10,0.4070221066319896
346,"[200, 10, 50, 100]",0,1,10,0.4070221066319896
347,"[10, 100, 50, 200]",0,1,10,0.4070221066319896
348,"[10, 50]",0,1,25,0.4465828059525043
349,"[100, 200]",0,1,25,0.5569782794881194
350,"[50, 200]",0,1,25,0.36320435001603196
351,"[50, 10]",0,1,25,0.4267607294741603
352,"[50, 100]",0,1,25,0.4119855880200416
353,"[200, 10]",0,1,25,0.5208433409275206
354,"[100, 10]",0,1,25,0.4501547562459556
355,"[200, 100]",0,1,25,0.37342041118490027
356,"[10, 200]",0,1,25,0.8374856690213525
357,"[10, 100]",0,1,25,0.3984121003940838
358,"[200, 50]",0,1,25,0.4144185632425783
359,"[100, 50]",0,1,25,0.4235520719796095
360,"[10, 100, 50]",0,1,25,0.39818081606490163
361,"[200, 10, 100]",0,1,25,0.5310325952532283
362,"[50, 10, 100]",0,1,25,0.7182963218512929
363,"[10, 200, 100]",0,1,25,0.7144067123402519
364,"[100, 10, 200]",0,1,25,0.4435960205560901
365,"[100, 200, 50]",0,1,25,0.7687738451578936
366,"[100, 50, 10]",0,1,25,0.6822902073409918
367,"[200, 50, 10]",0,1,25,0.4084852024094538
368,"[50, 10, 200]",0,1,25,0.5701620876984437
369,"[50, 200, 10]",0,1,25,0.5437572268067737
370,"[100, 200, 10]",0,1,25,0.7424116475618574
371,"[10, 50, 100]",0,1,25,0.522604692701898
372,"[100, 10, 50]",0,1,25,0.6125233754090696
373,"[200, 10, 50]",0,1,25,0.6712221438275079
374,"[200, 100, 50]",0,1,25,0.6458091460268318
375,"[50, 100, 200]",0,1,25,0.5702528212661501
376,"[10, 200, 50]",0,1,25,0.3755311446971569
377,"[200, 100, 10]",0,1,25,0.4070221066319896
378,"[10, 50, 200]",0,1,25,0.6287418337453827
379,"[50, 100, 10]",0,1,25,0.47105724978519675
380,"[200, 50, 100]",0,1,25,0.6892220562657331
381,"[50, 200, 100]",0,1,25,0.682430232011248
382,"[10, 100, 200]",0,1,25,0.4106724620586601
383,"[100, 50, 200]",0,1,25,0.6671842073332294
384,"[50, 10, 100, 200]",0,1,25,0.4070221066319896
385,"[200, 50, 10, 100]",0,1,25,0.4619971823179103
386,"[10, 200, 100, 50]",0,1,25,0.4070221066319896
387,"[10, 50, 100, 200]",0,1,25,0.4070221066319896
388,"[50, 100, 200, 10]",0,1,25,0.5121121087999716
389,"[100, 10, 50, 200]",0,1,25,0.4070221066319896
390,"[50, 10, 200, 100]",0,1,25,0.4070221066319896
391,"[50, 100, 10, 200]",0,1,25,0.7589468579545431
392,"[200, 100, 50, 10]",0,1,25,0.32113989193398984
393,"[100, 200, 10, 50]",0,1,25,0.4660612514689157
394,"[100, 200, 50, 10]",0,1,25,0.6963184070615295
395,"[200, 100, 10, 50]",0,1,25,0.5230076350666705
396,"[10, 50, 200, 100]",0,1,25,0.4070221066319896
397,"[100, 10, 200, 50]",0,1,25,0.4070221066319896
398,"[200, 10, 100, 50]",0,1,25,0.7902956343551779
399,"[10, 200, 50, 100]",0,1,25,0.4070221066319896
400,"[50, 200, 100, 10]",0,1,25,0.6311537638828959
401,"[100, 50, 200, 10]",0,1,25,0.6415217279773628
402,"[100, 50, 10, 200]",0,1,25,0.511148497908069
403,"[200, 50, 100, 10]",0,1,25,0.31398512126738176
404,"[50, 200, 10, 100]",0,1,25,0.5455681862572757
405,"[10, 100, 200, 50]",0,1,25,0.4070221066319896
406,"[200, 10, 50, 100]",0,1,25,0.5147224361949403
407,"[10, 100, 50, 200]",0,1,25,0.4070221066319896
408,"[10, 50]",0,1,50,0.4465828059525043
409,"[100, 200]",0,1,50,0.5569782794881194
410,"[50, 200]",0,1,50,0.36320435001603196
411,"[50, 10]",0,1,50,0.42592190783224154
412,"[50, 100]",0,1,50,0.4119855880200416
413,"[200, 10]",0,1,50,0.5208433409275206
414,"[100, 10]",0,1,50,0.4501547562459556
415,"[200, 100]",0,1,50,0.37342041118490027
416,"[10, 200]",0,1,50,0.8392683675368067
417,"[10, 100]",0,1,50,0.3984121003940838
418,"[200, 50]",0,1,50,0.4144185632425783
419,"[100, 50]",0,1,50,0.42927319920532925
420,"[10, 100, 50]",0,1,50,0.4569141325474415
421,"[200, 10, 100]",0,1,50,0.4777447583481811
422,"[50, 10, 100]",0,1,50,0.6885368425424887
423,"[10, 200, 100]",0,1,50,0.7144067123402519
424,"[100, 10, 200]",0,1,50,0.5814775447778197
425,"[100, 200, 50]",0,1,50,0.7569041123093635
426,"[100, 50, 10]",0,1,50,0.4818103544865009
427,"[200, 50, 10]",0,1,50,0.4084852024094538
428,"[50, 10, 200]",0,1,50,0.5701620876984437
429,"[50, 200, 10]",0,1,50,0.5437572268067737
