,0,1,2,3,4,5
231,"[200, 10]",0,1,0.5,10,0.7999999999999999
232,"[200, 10]",0,1,0.8,10,0.7142857142857143
233,"[200, 10]",0,1,0.9,10,0.7142857142857143
234,"[100, 10]",0,1,0.5,10,0.875
235,"[100, 10]",0,1,0.8,10,0.875
236,"[100, 10]",0,1,0.9,10,0.875
237,"[200, 100]",0,1,0.5,10,0.7999999999999999
238,"[200, 100]",0,1,0.8,10,0.7999999999999999
239,"[200, 100]",0,1,0.9,10,0.7999999999999999
240,"[10, 200]",0,1,0.5,10,0.7999999999999999
241,"[10, 200]",0,1,0.8,10,0.7999999999999999
242,"[10, 200]",0,1,0.9,10,0.7999999999999999
243,"[10, 100]",0,1,0.5,10,0.7999999999999999
244,"[10, 100]",0,1,0.8,10,0.7999999999999999
245,"[10, 100]",0,1,0.9,10,0.7999999999999999
246,"[200, 50]",0,1,0.5,10,0.875
247,"[200, 50]",0,1,0.8,10,0.875
248,"[200, 50]",0,1,0.9,10,0.875
249,"[100, 50]",0,1,0.5,10,0.7777777777777777
250,"[100, 50]",0,1,0.8,10,0.7777777777777777
251,"[100, 50]",0,1,0.9,10,0.823529411764706
252,"[10, 100, 50]",0,1,0.5,10,0.888888888888889
253,"[10, 100, 50]",0,1,0.8,10,0.9411764705882353
254,"[10, 100, 50]",0,1,0.9,10,1.0
255,"[200, 10, 100]",0,1,0.5,10,0.823529411764706
256,"[200, 10, 100]",0,1,0.8,10,0.75
257,"[200, 10, 100]",0,1,0.9,10,0.6666666666666666
258,"[50, 10, 100]",0,1,0.5,10,0.7999999999999999
259,"[50, 10, 100]",0,1,0.8,10,0.8571428571428571
260,"[50, 10, 100]",0,1,0.9,10,0.7692307692307693
261,"[10, 200, 100]",0,1,0.5,10,0.9411764705882353
262,"[10, 200, 100]",0,1,0.8,10,0.8571428571428571
263,"[10, 200, 100]",0,1,0.9,10,0.8571428571428571
264,"[100, 10, 200]",0,1,0.5,10,0.875
265,"[100, 10, 200]",0,1,0.8,10,0.875
266,"[100, 10, 200]",0,1,0.9,10,0.8571428571428571
267,"[100, 200, 50]",0,1,0.5,10,0.9411764705882353
268,"[100, 200, 50]",0,1,0.8,10,0.7999999999999999
269,"[100, 200, 50]",0,1,0.9,10,0.7999999999999999
270,"[100, 50, 10]",0,1,0.5,10,0.875
271,"[100, 50, 10]",0,1,0.8,10,0.875
272,"[100, 50, 10]",0,1,0.9,10,0.875
273,"[200, 50, 10]",0,1,0.5,10,0.75
274,"[200, 50, 10]",0,1,0.8,10,0.75
275,"[200, 50, 10]",0,1,0.9,10,0.7999999999999999
276,"[50, 10, 200]",0,1,0.5,10,0.5
277,"[50, 10, 200]",0,1,0.8,10,0.5
278,"[50, 10, 200]",0,1,0.9,10,0.5
279,"[50, 200, 10]",0,1,0.5,10,0.9411764705882353
280,"[50, 200, 10]",0,1,0.8,10,0.875
281,"[50, 200, 10]",0,1,0.9,10,0.7999999999999999
282,"[100, 200, 10]",0,1,0.5,10,0.7058823529411765
283,"[100, 200, 10]",0,1,0.8,10,0.7999999999999999
284,"[100, 200, 10]",0,1,0.9,10,0.7999999999999999
285,"[10, 50, 100]",0,1,0.5,10,0.888888888888889
286,"[10, 50, 100]",0,1,0.8,10,0.7999999999999999
287,"[10, 50, 100]",0,1,0.9,10,0.8571428571428571
288,"[100, 10, 50]",0,1,0.5,10,0.761904761904762
289,"[100, 10, 50]",0,1,0.8,10,0.75
290,"[100, 10, 50]",0,1,0.9,10,0.75
291,"[200, 10, 50]",0,1,0.5,10,1.0
292,"[200, 10, 50]",0,1,0.8,10,0.9333333333333333
293,"[200, 10, 50]",0,1,0.9,10,0.7692307692307693
294,"[200, 100, 50]",0,1,0.5,10,0.888888888888889
295,"[200, 100, 50]",0,1,0.8,10,0.823529411764706
296,"[200, 100, 50]",0,1,0.9,10,0.7999999999999999
297,"[50, 100, 200]",0,1,0.5,10,0.7999999999999999
298,"[50, 100, 200]",0,1,0.8,10,0.8571428571428571
299,"[50, 100, 200]",0,1,0.9,10,0.8571428571428571
300,"[10, 200, 50]",0,1,0.5,10,0.7058823529411765
301,"[10, 200, 50]",0,1,0.8,10,0.7058823529411765
302,"[10, 200, 50]",0,1,0.9,10,0.7058823529411765
303,"[200, 100, 10]",0,1,0.5,10,0.7777777777777777
304,"[200, 100, 10]",0,1,0.8,10,0.875
305,"[200, 100, 10]",0,1,0.9,10,0.7999999999999999
306,"[10, 50, 200]",0,1,0.5,10,0.75
307,"[10, 50, 200]",0,1,0.8,10,0.75
308,"[10, 50, 200]",0,1,0.9,10,0.7999999999999999
309,"[50, 100, 10]",0,1,0.5,10,0.823529411764706
310,"[50, 100, 10]",0,1,0.8,10,0.823529411764706
311,"[50, 100, 10]",0,1,0.9,10,0.875
312,"[200, 50, 100]",0,1,0.5,10,0.7000000000000001
313,"[200, 50, 100]",0,1,0.8,10,0.7000000000000001
314,"[200, 50, 100]",0,1,0.9,10,0.7000000000000001
315,"[50, 200, 100]",0,1,0.5,10,0.8571428571428571
316,"[50, 200, 100]",0,1,0.8,10,0.8571428571428571
317,"[50, 200, 100]",0,1,0.9,10,0.8571428571428571
318,"[10, 100, 200]",0,1,0.5,10,0.7368421052631579
319,"[10, 100, 200]",0,1,0.8,10,0.7058823529411765
320,"[10, 100, 200]",0,1,0.9,10,0.75
321,"[100, 50, 200]",0,1,0.5,10,0.7777777777777777
322,"[100, 50, 200]",0,1,0.8,10,0.7777777777777777
323,"[100, 50, 200]",0,1,0.9,10,0.823529411764706
324,"[10, 50]",0,1,0.5,25,0.9411764705882353
325,"[10, 50]",0,1,0.8,25,0.9411764705882353
326,"[10, 50]",0,1,0.9,25,0.9411764705882353
327,"[100, 200]",0,1,0.5,25,0.7777777777777777
328,"[100, 200]",0,1,0.8,25,0.7777777777777777
329,"[100, 200]",0,1,0.9,25,0.7777777777777777
330,"[50, 200]",0,1,0.5,25,0.75
331,"[50, 200]",0,1,0.8,25,0.6666666666666666
332,"[50, 200]",0,1,0.9,25,0.6666666666666666
333,"[50, 10]",0,1,0.5,25,0.888888888888889
334,"[50, 10]",0,1,0.8,25,0.823529411764706
335,"[50, 10]",0,1,0.9,25,0.823529411764706
336,"[50, 100]",0,1,0.5,25,0.625
337,"[50, 100]",0,1,0.8,25,0.6666666666666666
338,"[50, 100]",0,1,0.9,25,0.6666666666666666
339,"[200, 10]",0,1,0.5,25,0.6666666666666666
340,"[200, 10]",0,1,0.8,25,0.7142857142857143
341,"[200, 10]",0,1,0.9,25,0.6153846153846154
342,"[100, 10]",0,1,0.5,25,0.875
343,"[100, 10]",0,1,0.8,25,0.875
344,"[100, 10]",0,1,0.9,25,0.875
345,"[200, 100]",0,1,0.5,25,0.7999999999999999
346,"[200, 100]",0,1,0.8,25,0.7999999999999999
347,"[200, 100]",0,1,0.9,25,0.7999999999999999
348,"[10, 200]",0,1,0.5,25,0.7999999999999999
349,"[10, 200]",0,1,0.8,25,0.7999999999999999
350,"[10, 200]",0,1,0.9,25,0.7999999999999999
351,"[10, 100]",0,1,0.5,25,0.7999999999999999
352,"[10, 100]",0,1,0.8,25,0.7999999999999999
353,"[10, 100]",0,1,0.9,25,0.7999999999999999
354,"[200, 50]",0,1,0.5,25,0.875
355,"[200, 50]",0,1,0.8,25,0.875
356,"[200, 50]",0,1,0.9,25,0.875
357,"[100, 50]",0,1,0.5,25,0.7777777777777777
358,"[100, 50]",0,1,0.8,25,0.7777777777777777
359,"[100, 50]",0,1,0.9,25,0.823529411764706
360,"[10, 100, 50]",0,1,0.5,25,0.875
361,"[10, 100, 50]",0,1,0.8,25,0.875
362,"[10, 100, 50]",0,1,0.9,25,0.875
363,"[200, 10, 100]",0,1,0.5,25,0.75
364,"[200, 10, 100]",0,1,0.8,25,0.6666666666666666
365,"[200, 10, 100]",0,1,0.9,25,0.6666666666666666
366,"[50, 10, 100]",0,1,0.5,25,0.75
367,"[50, 10, 100]",0,1,0.8,25,0.7999999999999999
368,"[50, 10, 100]",0,1,0.9,25,0.7999999999999999
369,"[10, 200, 100]",0,1,0.5,25,0.823529411764706
370,"[10, 200, 100]",0,1,0.8,25,0.823529411764706
371,"[10, 200, 100]",0,1,0.9,25,0.823529411764706
372,"[100, 10, 200]",0,1,0.5,25,0.823529411764706
373,"[100, 10, 200]",0,1,0.8,25,0.875
374,"[100, 10, 200]",0,1,0.9,25,0.7142857142857143
375,"[100, 200, 50]",0,1,0.5,25,0.9411764705882353
376,"[100, 200, 50]",0,1,0.8,25,0.875
377,"[100, 200, 50]",0,1,0.9,25,0.7999999999999999
378,"[100, 50, 10]",0,1,0.5,25,0.7777777777777777
379,"[100, 50, 10]",0,1,0.8,25,0.823529411764706
380,"[100, 50, 10]",0,1,0.9,25,0.823529411764706
381,"[200, 50, 10]",0,1,0.5,25,0.75
382,"[200, 50, 10]",0,1,0.8,25,0.75
383,"[200, 50, 10]",0,1,0.9,25,0.75
384,"[50, 10, 200]",0,1,0.5,25,0.8571428571428571
385,"[50, 10, 200]",0,1,0.8,25,0.8571428571428571
386,"[50, 10, 200]",0,1,0.9,25,0.6666666666666666
387,"[50, 200, 10]",0,1,0.5,25,0.875
388,"[50, 200, 10]",0,1,0.8,25,0.7999999999999999
389,"[50, 200, 10]",0,1,0.9,25,0.7142857142857143
390,"[100, 200, 10]",0,1,0.5,25,0.823529411764706
391,"[100, 200, 10]",0,1,0.8,25,0.75
392,"[100, 200, 10]",0,1,0.9,25,0.7999999999999999
393,"[10, 50, 100]",0,1,0.5,25,0.5714285714285715
394,"[10, 50, 100]",0,1,0.8,25,0.5714285714285715
395,"[10, 50, 100]",0,1,0.9,25,0.6153846153846154
396,"[100, 10, 50]",0,1,0.5,25,0.7368421052631579
397,"[100, 10, 50]",0,1,0.8,25,0.7777777777777777
398,"[100, 10, 50]",0,1,0.9,25,0.75
399,"[200, 10, 50]",0,1,0.5,25,0.7058823529411765
400,"[200, 10, 50]",0,1,0.8,25,0.7058823529411765
401,"[200, 10, 50]",0,1,0.9,25,0.7058823529411765
402,"[200, 100, 50]",0,1,0.5,25,0.8421052631578948
403,"[200, 100, 50]",0,1,0.8,25,0.8421052631578948
404,"[200, 100, 50]",0,1,0.9,25,0.888888888888889
405,"[50, 100, 200]",0,1,0.5,25,0.6666666666666666
406,"[50, 100, 200]",0,1,0.8,25,0.6666666666666666
407,"[50, 100, 200]",0,1,0.9,25,0.6666666666666666
408,"[10, 200, 50]",0,1,0.5,25,0.7058823529411765
409,"[10, 200, 50]",0,1,0.8,25,0.7058823529411765
410,"[10, 200, 50]",0,1,0.9,25,0.75
411,"[200, 100, 10]",0,1,0.5,25,0.823529411764706
412,"[200, 100, 10]",0,1,0.8,25,0.875
413,"[200, 100, 10]",0,1,0.9,25,0.875
414,"[10, 50, 200]",0,1,0.5,25,0.8571428571428571
415,"[10, 50, 200]",0,1,0.8,25,0.8571428571428571
416,"[10, 50, 200]",0,1,0.9,25,0.8571428571428571
417,"[50, 100, 10]",0,1,0.5,25,0.7777777777777777
418,"[50, 100, 10]",0,1,0.8,25,0.823529411764706
419,"[50, 100, 10]",0,1,0.9,25,0.875
420,"[200, 50, 100]",0,1,0.5,25,0.7777777777777777
421,"[200, 50, 100]",0,1,0.8,25,0.7058823529411765
422,"[200, 50, 100]",0,1,0.9,25,0.7058823529411765
423,"[50, 200, 100]",0,1,0.5,25,0.888888888888889
424,"[50, 200, 100]",0,1,0.8,25,0.888888888888889
425,"[50, 200, 100]",0,1,0.9,25,0.9411764705882353
426,"[10, 100, 200]",0,1,0.5,25,0.7999999999999999
427,"[10, 100, 200]",0,1,0.8,25,0.7999999999999999
428,"[10, 100, 200]",0,1,0.9,25,0.7999999999999999
429,"[100, 50, 200]",0,1,0.5,25,0.875
430,"[100, 50, 200]",0,1,0.8,25,0.875
431,"[100, 50, 200]",0,1,0.9,25,0.875
432,"[10, 50]",0,1,0.5,50,0.888888888888889
433,"[10, 50]",0,1,0.8,50,0.9411764705882353
434,"[10, 50]",0,1,0.9,50,0.9411764705882353
435,"[100, 200]",0,1,0.5,50,0.7777777777777777
436,"[100, 200]",0,1,0.8,50,0.7777777777777777
437,"[100, 200]",0,1,0.9,50,0.7777777777777777
438,"[50, 200]",0,1,0.5,50,0.75
439,"[50, 200]",0,1,0.8,50,0.6666666666666666
440,"[50, 200]",0,1,0.9,50,0.6666666666666666
441,"[50, 10]",0,1,0.5,50,0.888888888888889
442,"[50, 10]",0,1,0.8,50,0.823529411764706
443,"[50, 10]",0,1,0.9,50,0.875
444,"[50, 100]",0,1,0.5,50,0.7058823529411765
445,"[50, 100]",0,1,0.8,50,0.7058823529411765
446,"[50, 100]",0,1,0.9,50,0.7058823529411765
447,"[200, 10]",0,1,0.5,50,0.6666666666666666
448,"[200, 10]",0,1,0.8,50,0.7142857142857143
449,"[200, 10]",0,1,0.9,50,0.7142857142857143
450,"[100, 10]",0,1,0.5,50,0.875
451,"[100, 10]",0,1,0.8,50,0.875
452,"[100, 10]",0,1,0.9,50,0.875
453,"[200, 100]",0,1,0.5,50,0.7999999999999999
454,"[200, 100]",0,1,0.8,50,0.7999999999999999
455,"[200, 100]",0,1,0.9,50,0.7999999999999999
456,"[10, 200]",0,1,0.5,50,0.9411764705882353
457,"[10, 200]",0,1,0.8,50,0.9411764705882353
458,"[10, 200]",0,1,0.9,50,0.875
459,"[10, 100]",0,1,0.5,50,0.7999999999999999
460,"[10, 100]",0,1,0.8,50,0.7999999999999999
461,"[10, 100]",0,1,0.9,50,0.7999999999999999
462,"[200, 50]",0,1,0.5,50,0.875
463,"[200, 50]",0,1,0.8,50,0.875
464,"[200, 50]",0,1,0.9,50,0.875
465,"[100, 50]",0,1,0.5,50,0.7777777777777777
466,"[100, 50]",0,1,0.8,50,0.7777777777777777
467,"[100, 50]",0,1,0.9,50,0.823529411764706
468,"[10, 100, 50]",0,1,0.5,50,0.875
469,"[10, 100, 50]",0,1,0.8,50,0.875
470,"[10, 100, 50]",0,1,0.9,50,0.875
471,"[200, 10, 100]",0,1,0.5,50,0.75
472,"[200, 10, 100]",0,1,0.8,50,0.75
473,"[200, 10, 100]",0,1,0.9,50,0.75
474,"[50, 10, 100]",0,1,0.5,50,0.7999999999999999
475,"[50, 10, 100]",0,1,0.8,50,0.7142857142857143
476,"[50, 10, 100]",0,1,0.9,50,0.7142857142857143
477,"[10, 200, 100]",0,1,0.5,50,0.7777777777777777
478,"[10, 200, 100]",0,1,0.8,50,0.7777777777777777
479,"[10, 200, 100]",0,1,0.9,50,0.823529411764706
480,"[100, 10, 200]",0,1,0.5,50,0.9411764705882353
481,"[100, 10, 200]",0,1,0.8,50,0.7999999999999999
482,"[100, 10, 200]",0,1,0.9,50,0.7999999999999999
483,"[100, 200, 50]",0,1,0.5,50,0.823529411764706
484,"[100, 200, 50]",0,1,0.8,50,0.875
